﻿Asset Category,Equip Name ID,Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Service Maintenance Hrs,Service Life
Accessory,ACC,SM,SM Accessories,SM Accessories,Life Safety Damper,LSD,LSD,H,Life Safety Damper,LSD,All,,32,INCHES,1,20
Accessory,ACC,SM,SM Equipment,SM Accessories,Louver,L,L,H,Louver,L,All,,12,INCHES,1,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Louver,L,L,H,Louver,L,All,,16,INCHES,1,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Louver,L,L,H,Louver,L,All,,24,INCHES,1,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Louver,L,L,H,Louver,L,All,,32,INCHES,1,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Louver,L,L,H,Louver,L,All,,48,INCHES,1,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Louver,L,L,H,Louver,L,All,,64,INCHES,1,25
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Direct Fired,DIR,5000,CFM,4,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Direct Fired,DIR,10000,CFM,5,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Direct Fired,DIR,20000,CFM,7,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Direct Fired,DIR,40000,CFM,12,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Indirect Fired,IDT,5000,CFM,4,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Indirect Fired,IDT,10000,CFM,5,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Indirect Fired,IDT,20000,CFM,7,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Gas-Fired,GAS,Indirect Fired,IDT,40000,CFM,12,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Chilled Water,CHW,5000,CFM,4,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Chilled Water,CHW,10000,CFM,5,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Chilled Water,CHW,20000,CFM,7,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Chilled Water,CHW,40000,CFM,12,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Evaporative,EVP,5000,CFM,4,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Evaporative,EVP,10000,CFM,5,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Evaporative,EVP,20000,CFM,7,15
Make-up Air Unit,MAU,SM,Air Handling Units,Air Handling Units,Make-up Air Unit,MAU,MAU,H,Hot Water,HW,Evaporative,EVP,40000,CFM,12,15
Accessory,ACC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Manifold,Manifold,Manifold,P,Manifold,MAN,All,,1,EA,0.5,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Manual Volume Damper,MVD,MVD,H,Manual Volume Damper,MVD,All,,8,INCHES,0.1,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Manual Volume Damper,MVD,MVD,H,Manual Volume Damper,MVD,All,,12,INCHES,0.1,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Manual Volume Damper,MVD,MVD,H,Manual Volume Damper,MVD,All,,16,INCHES,0.1,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Manual Volume Damper,MVD,MVD,H,Manual Volume Damper,MVD,All,,20,INCHES,0.1,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Manual Volume Damper,MVD,MVD,H,Manual Volume Damper,MVD,All,,24,INCHES,0.1,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Manual Volume Damper,MVD,MVD,H,Manual Volume Damper,MVD,All,,32,INCHES,0.1,20
Accessory,ACC,PF,"Chilled, Condenser, Heating Water, Steam","Chilled, Condenser, Heating Water, Steam",Meter,Meter,Meter,H,Meter,MET,All,,2,INCHES,0.5,20
Accessory,ACC,PF,"Chilled, Condenser, Heating Water, Steam","Chilled, Condenser, Heating Water, Steam",Meter,Meter,Meter,H,Meter,MET,All,,4,INCHES,0.5,20
Fixture,FIX,PL,Fixtures,Fixtures,Mixing Valve,MV,Other,P,Domestic Water,DMW,Mixing Valve,MV,0,N/A,0.5,25
Fixture,FIX,PL,Fixtures,Fixtures,Mop Sink Basin,MSB,DMW/WV,P,Domestic Water,DMW,Mop Sink Basin,MSB,0,N/A,0.5,25
Nitrogen,N2,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Nitrogen Generator,N2,COMP,P,Air Cooled,AIR,Screw,SCW,15,HP,6,15
Nitrogen,N2,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Nitrogen Generator,N2,COMP,P,Air Cooled,AIR,Screw,SCW,50,HP,8,15
Nitrogen,N2,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Nitrogen Generator,N2,COMP,P,Air Cooled,AIR,Screw,SCW,100,HP,12,15
Nitrogen,N2,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Nitrogen Generator,N2,COMP,P,Air Cooled,AIR,Screw,SCW,250,HP,20,15
Accessory,ACC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Outlet,Outlet,Outlet,P,Outlet,OLT,All,,1,EA,0.5,20
Fixture,FIX,PL,Fixtures,Fixtures,Overflow Drain,OD,RD/ORD,P,Roof Drains,RD,Overflow Drain,OD,0,N/A,0.5,20
Fixture,FIX,PL,Fixtures,Fixtures,Overflow Roof Drain,ORD,RD/ORD,P,Roof Drains,RD,Overflow Roof Drain,ORD,0,N/A,0.5,20
Accessory,ACC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Owner Furnished Equipment Connection,OFE Connection,OFE Connection,P,Owner Furnished Equipment Connection,OFE,All,,1,EA,0,20
DI/RO Equipment,DIRO,PL,Domestic Water Plant,Domestic Water,Ozone Generator,OZO,DI/RO,P,Ozone Generator,OZO,All,,10,GAL,2,15
Accessory,ACC,PF,Fuel Oil Piping and Equipment,Fuel Oil,Polishing System,FTNK,Other,H,Polishing System,POL,All,,1,EA,4,15
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Bladder,BLD,Floor Mounted,FLR,20,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Bladder,BLD,Floor Mounted,FLR,50,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Bladder,BLD,In-Line,INL,2,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Bladder,BLD,In-Line,INL,10,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Without Bladder,NOB,Floor Mounted,FLR,10,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Without Bladder,NOB,Floor Mounted,FLR,20,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Without Bladder,NOB,Floor Mounted,FLR,50,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Without Bladder,NOB,In-Line,INL,2,GAL,0.5,20
Pot Feeder,POT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Pot Feeder,PF,PF,H,Without Bladder,NOB,In-Line,INL,10,GAL,0.5,20
Accessory,ACC,PF,"Chilled, Condenser, Heating Water","Chilled, Condenser, Heating Water",Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Hydronic,HYD,1,INCHES,0.5,20
Accessory,ACC,PF,"Chilled, Condenser, Heating Water","Chilled, Condenser, Heating Water",Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Hydronic,HYD,2,INCHES,0.5,20
Accessory,ACC,PF,"Chilled, Condenser, Heating Water","Chilled, Condenser, Heating Water",Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Hydronic,HYD,3,INCHES,0.5,20
Accessory,ACC,PF,"Chilled, Condenser, Heating Water","Chilled, Condenser, Heating Water",Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Hydronic,HYD,4,INCHES,0.5,20
Accessory,ACC,PF,"Chilled, Condenser, Heating Water","Chilled, Condenser, Heating Water",Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Hydronic,HYD,6,INCHES,0.5,20
Accessory,ACC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Medical/Lab Gas,MED,1,INCHES,0.5,20
Accessory,ACC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Medical/Lab Gas,MED,2,INCHES,0.5,20
Accessory,ACC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Medical/Lab Gas,MED,4,INCHES,0.5,20
Accessory,ACC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Medical/Lab Gas,MED,6,INCHES,0.5,20
Accessory,ACC,PL,Natural Gas Piping and Equipment,Natural Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Natural Gas,GAS,1,INCHES,0.5,20
Accessory,ACC,PL,Natural Gas Piping and Equipment,Natural Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Natural Gas,GAS,2,INCHES,0.5,20
Accessory,ACC,PL,Natural Gas Piping and Equipment,Natural Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Natural Gas,GAS,4,INCHES,0.5,20
Accessory,ACC,PL,Natural Gas Piping and Equipment,Natural Gas,Pressure Reducing Valve,PRV,PRV,P,Pressure Reducing Valve,PRV,Natural Gas,GAS,6,INCHES,0.5,20
Accessory,ACC,PF,Steam Boiler Plant,Steam,Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Steam,STM,1,INCHES,0.5,20
Accessory,ACC,PF,Steam Boiler Plant,Steam,Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Steam,STM,2,INCHES,0.5,20
Accessory,ACC,PF,Steam Boiler Plant,Steam,Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Steam,STM,4,INCHES,0.5,20
Accessory,ACC,PF,Steam Boiler Plant,Steam,Pressure Reducing Valve,PRV,PRV,H,Pressure Reducing Valve,PRV,Steam,STM,6,INCHES,0.5,20
Tank,TNK,REF,Refrigeration Equipment,Refrigeration,Pressure Vessel,RTNK,Other,R,Pressure Vessel,VSL,All,,200,GAL,0,20
Tank,TNK,REF,Refrigeration Equipment,Refrigeration,Pressure Vessel,RTNK,Other,R,Pressure Vessel,VSL,All,,500,GAL,0,20
Tank,TNK,REF,Refrigeration Equipment,Refrigeration,Pressure Vessel,RTNK,Other,R,Pressure Vessel,VSL,All,,1000,GAL,0,20
Tank,TNK,REF,Refrigeration Equipment,Refrigeration,Pressure Vessel,RTNK,Other,R,Pressure Vessel,VSL,All,,2500,GAL,0,20
Tank,TNK,REF,Refrigeration Equipment,Refrigeration,Pressure Vessel,RTNK,Other,R,Pressure Vessel,VSL,All,,5000,GAL,0,20
Tank,TNK,REF,Refrigeration Equipment,Refrigeration,Pressure Vessel,RTNK,Other,R,Pressure Vessel,VSL,All,,10000,GAL,0,20
Tank,TNK,PL,Natural Gas Piping and Equipment,Natural Gas,Propane Storage Tank,ST,Other,P,Propane,LPG,"Storage, Above Ground",AG,100,GAL,1,20
Tank,TNK,PL,Natural Gas Piping and Equipment,Natural Gas,Propane Storage Tank,ST,Other,P,Propane,LPG,"Storage, Above Ground",AG,200,GAL,1,20
Tank,TNK,PL,Natural Gas Piping and Equipment,Natural Gas,Propane Storage Tank,ST,Other,P,Propane,LPG,"Storage, Above Ground",AG,500,GAL,1,20
Tank,TNK,PL,Natural Gas Piping and Equipment,Natural Gas,Propane Storage Tank,ST,Other,P,Propane,LPG,"Storage, Above Ground",AG,1000,GAL,1,20
PTAC,PTAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,PTAC,PTAC,Other,H,Hot Water,HW,All,,500,CFM,2.5,15
PTAC,PTAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,PTAC,PTAC,Other,H,Hot Water,HW,All,,1500,CFM,2.5,15
PTAC,PTAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,PTAC,PTAC,Other,H,Hot Water,HW,All,,3000,CFM,3,15
Radiant Panel,RP,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Electric,ELE,Ceiling Mounted,CLG,50,MBH,0.5,10
Radiant Panel,RP,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Electric,ELE,Ceiling Mounted,CLG,100,MBH,0.5,10
Radiant Panel,RP,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Hot Water,HW,Ceiling Mounted,CLG,50,MBH,0.5,20
Radiant Panel,RP,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Hot Water,HW,Ceiling Mounted,CLG,100,MBH,0.5,20
Accessory,ACC,PL,Domestic Water Plant,Domestic Water,Reduced Pressure Backflow Preventer,RPBP,PRV,P,Pressure Reducing Valve,PRV,Domestic Water,DW,1,INCHES,0.5,20
Accessory,ACC,PL,Domestic Water Plant,Domestic Water,Reduced Pressure Backflow Preventer,RPBP,PRV,P,Pressure Reducing Valve,PRV,Domestic Water,DW,2,INCHES,0.5,20
Accessory,ACC,PL,Domestic Water Plant,Domestic Water,Reduced Pressure Backflow Preventer,RPBP,PRV,P,Pressure Reducing Valve,PRV,Domestic Water,DW,3,INCHES,0.5,20
Accessory,ACC,PL,Domestic Water Plant,Domestic Water,Reduced Pressure Backflow Preventer,RPBP,PRV,P,Pressure Reducing Valve,PRV,Domestic Water,DW,4,INCHES,0.5,20
Accessory,ACC,PL,Domestic Water Plant,Domestic Water,Reduced Pressure Backflow Preventer,RPBP,PRV,P,Pressure Reducing Valve,PRV,Domestic Water,DW,6,INCHES,0.5,20
Return Air Unit,RAU,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Indoor,IND,Packaged,PKG,5000,CFM,2,20
Return Air Unit,RAU,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Indoor,IND,Packaged,PKG,10000,CFM,3,20
Return Air Unit,RAU,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Indoor,IND,Packaged,PKG,20000,CFM,3,20
Return Air Unit,RAU,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Indoor,IND,Packaged,PKG,40000,CFM,4,20
Return Air Unit,RAU,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Indoor,IND,Packaged,PKG,60000,CFM,4,20
DI/RO Equipment,DIRO,PL,Domestic Water Plant,Domestic Water,Reverse Osmosis Unit,DIRO,DI/RO,P,Reverse Osmosis,RO,All,,50,GPM,4,15
DI/RO Equipment,DIRO,PL,Domestic Water Plant,Domestic Water,Reverse Osmosis Unit,DIRO,DI/RO,P,Reverse Osmosis,RO,All,,100,GPM,4,15
DI/RO Equipment,PMP,PL,Domestic Water Plant,Domestic Water,RO Circ Pump,ROCP,DI/RO,P,Inline,INL,RO Water,ROW,2,HP,2,10
DI/RO Equipment,PMP,PL,Domestic Water Plant,Domestic Water,RO Circ Pump,ROCP,DI/RO,P,Inline,INL,RO Water,ROW,10,HP,2,10
DI/RO Equipment,TNK,PL,Domestic Water Plant,Domestic Water,RO Tank,ROT,DI/RO,P,RO Water,RO,"Storage, Above Ground",AG,50,GAL,0.5,15
Fixture,FIX,PL,Fixtures,Fixtures,Roof Drain,RD,RD/ORD,P,Roof Drains,RD,Roof Drain,RD,0,N/A,0.5,20
Fixture,FIX,PL,Fixtures,Fixtures,Roof Drain Outlet,RDO,DSN,P,Roof Drains,RD,Roof Drain Outlet,RDO,0,N/A,0.5,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Roof Hood,RH,RH,H,Roof Hood,RH,All,,12,INCHES,0,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Roof Hood,RH,RH,H,Roof Hood,RH,All,,24,INCHES,0,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Roof Hood,RH,RH,H,Roof Hood,RH,All,,36,INCHES,0,25
Accessory,ACC,SM,SM Equipment,SM Accessories,Roof Hood,RH,RH,H,Roof Hood,RH,All,,48,INCHES,0,25
Fixture,FIX,PL,Fixtures,Fixtures,Roof Hydrant,RH,DMW,P,Domestic Water,DMW,Roof Hydrant,RH,0,N/A,0.5,25
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,5,TONS,5,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,15,TONS,6,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,30,TONS,8,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,60,TONS,10,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,90,TONS,13,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,120,TONS,16,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,150,TONS,20,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Custom,CST,200,TONS,24,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,5,TONS,5,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,15,TONS,6,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,30,TONS,8,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,60,TONS,10,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,90,TONS,13,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,120,TONS,16,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,150,TONS,20,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,200,TONS,24,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,5,TONS,3,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,10,TONS,4,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,15,TONS,4,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,30,TONS,6,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,60,TONS,9,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,90,TONS,12,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,120,TONS,14,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,150,TONS,17,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Custom,CST,200,TONS,22,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,5,TONS,3,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,10,TONS,4,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,15,TONS,4,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,30,TONS,6,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,60,TONS,9,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,90,TONS,12,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,120,TONS,14,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,150,TONS,17,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,200,TONS,22,20
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,5,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,15,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,30,TONS,11,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,60,TONS,15,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,90,TONS,18,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,120,TONS,21,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,150,TONS,23,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Electric",DXE,Packaged,PKG,200,TONS,27,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,5,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,5,TONS,7,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,10,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,15,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,15,TONS,10,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,30,TONS,11,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,30,TONS,13,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,60,TONS,15,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,60,TONS,17,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,90,TONS,18,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,90,TONS,20,15
