﻿Asset Category,Equip Name ID,Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Service Maintenance Hrs,Service Life
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Gas-Fired",DXG,Packaged,PWC,100000,CFM,36,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Gas-Fired",DXG,Packaged,PWCMC,100000,CFM,40,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Gas-Fired",DXG,Packaged,PKGRC,100000,CFM,30,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Gas-Fired",DXG,Packaged,PRCMC,100000,CFM,32,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Gas-Fired",DXG,Packaged,PRCMC,100000,CFM,30,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Gas-Fired",DXG,Packaged,PRCC,100000,CFM,28,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CST,5000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CSTMC,5000,CFM,7,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWC,5000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWCMC,5000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRC,5000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,5000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,5000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCC,5000,CFM,4,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CST,10000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CSTMC,10000,CFM,9,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWC,10000,CFM,10,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWCMC,10000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRC,10000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,10000,CFM,7,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,10000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCC,10000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CST,20000,CFM,11,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CSTMC,20000,CFM,11,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWC,20000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWCMC,20000,CFM,14,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRC,20000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,20000,CFM,9,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,20000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCC,20000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CST,40000,CFM,15,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CSTMC,40000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWC,40000,CFM,17,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWCMC,40000,CFM,18,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRC,40000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,40000,CFM,13,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,40000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCC,40000,CFM,10,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CST,60000,CFM,18,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CSTMC,60000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWC,60000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWCMC,60000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRC,60000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,60000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,60000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCC,60000,CFM,14,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CST,80000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CSTMC,80000,CFM,23,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWC,80000,CFM,24,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWCMC,80000,CFM,26,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRC,80000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,80000,CFM,19,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,80000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCC,80000,CFM,18,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CST,100000,CFM,26,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CSTMC,100000,CFM,26,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWC,100000,CFM,28,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CWCMC,100000,CFM,30,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRC,100000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,100000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCMC,100000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Custom,CRCC,100000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKG,5000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKGMC,5000,CFM,7,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWC,5000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWCMC,5000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRC,5000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,5000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,5000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCC,5000,CFM,4,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKG,10000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKGMC,10000,CFM,9,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWC,10000,CFM,10,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWCMC,10000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRC,10000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,10000,CFM,7,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,10000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCC,10000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKG,20000,CFM,11,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKGMC,20000,CFM,11,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWC,20000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWCMC,20000,CFM,14,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRC,20000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,20000,CFM,9,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,20000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCC,20000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKG,40000,CFM,15,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKGMC,40000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWC,40000,CFM,17,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWCMC,40000,CFM,18,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRC,40000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,40000,CFM,14,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,40000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCC,40000,CFM,10,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKG,60000,CFM,18,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKGMC,60000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWC,60000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWCMC,60000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRC,60000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,60000,CFM,18,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,60000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCC,60000,CFM,14,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKG,80000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKGMC,80000,CFM,23,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWC,80000,CFM,24,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWCMC,80000,CFM,26,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRC,80000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,80000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,80000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCC,80000,CFM,18,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKG,100000,CFM,26,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PKGMC,100000,CFM,26,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWC,100000,CFM,28,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PWCMC,100000,CFM,30,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRC,100000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,100000,CFM,24,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCMC,100000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,"DX, Heating Water",DXH,Packaged,PRCC,100000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Custom,CST,5000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Custom,CST,10000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Custom,CST,20000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Custom,CST,40000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Custom,CST,60000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Custom,CST,80000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Custom,CST,100000,CFM,22,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Packaged,PKG,5000,CFM,5,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Packaged,PKG,10000,CFM,6,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Packaged,PKG,20000,CFM,8,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Packaged,PKG,40000,CFM,12,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Packaged,PKG,60000,CFM,16,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Packaged,PKG,80000,CFM,20,20
Air Handling Unit,AHU,SM,Air Handling Units,Air Handling Units,Air Handling Unit,AHU,AHU,H,Other,OTH,Packaged,PKG,100000,CFM,22,20
Air Receiver,AC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Air Receiver,AR,AHU,P,Air Receiver,AR,All,,200,GAL,1,15
Air Receiver,AC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Air Receiver,AR,AHU,P,Air Receiver,AR,All,,300,GAL,1,15
Air Receiver,AC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Air Receiver,AR,AHU,P,Air Receiver,AR,All,,500,GAL,1,15
Air Receiver,AC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Air Receiver,AR,AHU,P,Air Receiver,AR,All,,1000,GAL,1.5,15
Air Receiver,AC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Air Receiver,AR,AHU,P,Air Receiver,AR,All,,2000,GAL,1.5,15
Air Receiver,AC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Air Receiver,AR,AHU,P,Air Receiver,AR,All,,3000,GAL,2,15
Air Receiver,AC,PL,Medical/Lab Gas Plant,Medical/Lab Gas,Air Receiver,AR,AHU,P,Air Receiver,AR,All,,5000,GAL,2,15
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Electric Heat",CHE,Packaged,PKG,10000,CFM,6,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Electric Heat",CHE,Packaged,PKG,20000,CFM,7,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Electric Heat",CHE,Packaged,PKG,40000,CFM,8,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Electric Heat",CHE,Packaged,PKG,60000,CFM,10,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,10000,CFM,7,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,20000,CFM,8,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,40000,CFM,10,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Gas-Fired",CHG,Packaged,PKG,60000,CFM,12,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,10000,CFM,6,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,20000,CFM,7,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,40000,CFM,8,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, Heating Water",CHW,Packaged,PKG,60000,CFM,10,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, No Heat",CH,Packaged,PKG,10000,CFM,6,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, No Heat",CH,Packaged,PKG,20000,CFM,7,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, No Heat",CH,Packaged,PKG,40000,CFM,8,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"Chilled Water, No Heat",CH,Packaged,PKG,60000,CFM,10,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"DX-Air Cooled, Electric Heat",DXE,Packaged,RC,10000,CFM,6,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"DX-Air Cooled, Electric Heat",DXE,Packaged,RC,20000,CFM,8,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"DX-Air Cooled, Electric Heat",DXE,Packaged,RC,40000,CFM,11,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"DX-Air Cooled, Electric Heat",DXE,Packaged,RC,60000,CFM,14,20
Air Rotation Unit,ARU,SM,Air Rotation Units,Air Handling Units,Air Rotation Unit,ARU,AHU,H,"DX-Air Cooled, Gas-Fired",DXG,Packaged,RC,10000,CFM,7,20
